BIN_FCSKU_DATA,EXPECTED_QUANTITY,filename,asin
"{'B000OONS0G': {'asin': 'B000OONS0G', 'height': {'unit': 'IN', 'value': 0.53937007819}, 'length': {'unit': 'IN', 'value': 5.54724408883}, 'name': 'Boogybytes, Vol. 3', 'normalizedName': 'Boogybytes, Vol. 3', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.1770752888384}, 'width': {'unit': 'IN', 'value': 4.97244093981}}, 'B00313O6H6': {'asin': 'B00313O6H6', 'height': {'unit': 'IN', 'value': 0.399999999592}, 'length': {'unit': 'IN', 'value': 5.599999994288}, 'name': 'Behind the Smile', 'normalizedName': 'Behind the Smile', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.15}, 'width': {'unit': 'IN', 'value': 4.9999999949}}, 'B00KTFGIKM': {'asin': 'B00KTFGIKM', 'height': {'unit': 'IN', 'value': 3.49999999643}, 'length': {'unit': 'IN', 'value': 7.399999992452001}, 'name': 'Lifefactory 4-Cup Glass Food Storage with Silicone Sleeve, Huckleberry', 'normalizedName': 'Lifefactory 4-Cup Glass Food Storage with Silicone Sleeve, Huckleberry', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.8999999999999997}, 'width': {'unit': 'IN', 'value': 6.599999993268}}}",3,00954.jpg,B000OONS0G
"{'B002LUTRCY': {'asin': 'B002LUTRCY', 'height': {'unit': 'IN', 'value': 0.199999999796}, 'length': {'unit': 'IN', 'value': 8.49999999133}, 'name': 'Pro Chop, Cheater Chopstick Hinges #PCH-1', 'normalizedName': 'Pro Chop, Cheater Chopstick Hinges #PCH-1', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.05}, 'width': {'unit': 'IN', 'value': 3.49999999643}}, 'B00EMKKHRK': {'asin': 'B00EMKKHRK', 'height': {'unit': 'IN', 'value': 0.799999999184}, 'length': {'unit': 'IN', 'value': 4.699999995206}, 'name': 'Xbox 360 Clear Full Parts Set (Thumbsticks, D-pad, Buttons, Triggers, Bumpers, Bottom Trim) for your controller (ABXY,Guide,Start, Back)', 'normalizedName': 'Xbox 360 Clear Full Parts Set (Thumbsticks, D-pad, Buttons, Triggers, Bumpers, Bottom Trim) for your controller (ABXY,Guide,Start, Back)', 'quantity': 9, 'weight': {'unit': 'pounds', 'value': 0.05000000000000001}, 'width': {'unit': 'IN', 'value': 3.199999996736}}, 'B00OTBXSWI': {'asin': 'B00OTBXSWI', 'height': {'unit': 'IN', 'value': 1.599999998368}, 'length': {'unit': 'IN', 'value': 4.49999999541}, 'name': 'Loc-Line 79054 Acetal HPT Nozzles (XR Style) with Adjustment Lever, 0.160"" x 0.5"", Thread Size 1/8"" (Pack of 11)', 'normalizedName': '(Pack of 11) Loc-Line 79054 Acetal HPT Nozzles (XR Style) with Adjustment Lever, 0.160"" x 0.5"", Thread Size 1/8""', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.24999999979035234}, 'width': {'unit': 'IN', 'value': 4.099999995818}}, 'B00OTBY6Y2': {'asin': 'B00OTBY6Y2', 'height': {'unit': 'IN', 'value': 1.599999998368}, 'length': {'unit': 'IN', 'value': 4.399999995512001}, 'name': 'Loc-Line 79048 Acetal HPT Nozzles (XR Style), 0.117"", Thread Size 1/8"" (Pack of 10)', 'normalizedName': '(Pack of 10) Loc-Line 79048 Acetal HPT Nozzles (XR Style), 0.117"", Thread Size 1/8""', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.24999999979035234}, 'width': {'unit': 'IN', 'value': 3.99999999592}}}",13,00956.jpg,B002LUTRCY
"{'B002LUTRCY': {'asin': 'B002LUTRCY', 'height': {'unit': 'IN', 'value': 0.199999999796}, 'length': {'unit': 'IN', 'value': 8.49999999133}, 'name': 'Pro Chop, Cheater Chopstick Hinges #PCH-1', 'normalizedName': 'Pro Chop, Cheater Chopstick Hinges #PCH-1', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.05}, 'width': {'unit': 'IN', 'value': 3.49999999643}}, 'B00EMKKHRK': {'asin': 'B00EMKKHRK', 'height': {'unit': 'IN', 'value': 0.799999999184}, 'length': {'unit': 'IN', 'value': 4.699999995206}, 'name': 'Xbox 360 Clear Full Parts Set (Thumbsticks, D-pad, Buttons, Triggers, Bumpers, Bottom Trim) for your controller (ABXY,Guide,Start, Back)', 'normalizedName': 'Xbox 360 Clear Full Parts Set (Thumbsticks, D-pad, Buttons, Triggers, Bumpers, Bottom Trim) for your controller (ABXY,Guide,Start, Back)', 'quantity': 9, 'weight': {'unit': 'pounds', 'value': 0.05000000000000001}, 'width': {'unit': 'IN', 'value': 3.199999996736}}, 'B00OTBXSWI': {'asin': 'B00OTBXSWI', 'height': {'unit': 'IN', 'value': 1.599999998368}, 'length': {'unit': 'IN', 'value': 4.49999999541}, 'name': 'Loc-Line 79054 Acetal HPT Nozzles (XR Style) with Adjustment Lever, 0.160"" x 0.5"", Thread Size 1/8"" (Pack of 11)', 'normalizedName': '(Pack of 11) Loc-Line 79054 Acetal HPT Nozzles (XR Style) with Adjustment Lever, 0.160"" x 0.5"", Thread Size 1/8""', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.24999999979035234}, 'width': {'unit': 'IN', 'value': 4.099999995818}}, 'B00OTBY6Y2': {'asin': 'B00OTBY6Y2', 'height': {'unit': 'IN', 'value': 1.599999998368}, 'length': {'unit': 'IN', 'value': 4.399999995512001}, 'name': 'Loc-Line 79048 Acetal HPT Nozzles (XR Style), 0.117"", Thread Size 1/8"" (Pack of 10)', 'normalizedName': '(Pack of 10) Loc-Line 79048 Acetal HPT Nozzles (XR Style), 0.117"", Thread Size 1/8""', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.24999999979035234}, 'width': {'unit': 'IN', 'value': 3.99999999592}}}",12,00957.jpg,B002LUTRCY
"{'1465049487': {'asin': '1465049487', 'height': {'unit': 'IN', 'value': 0.1968503935}, 'length': {'unit': 'IN', 'value': 11.7322834526}, 'name': '5 Seconds of Summer 2016 Square 12x12 Bravado', 'normalizedName': '5 Seconds of Summer 2016 Square 12x12 Bravado', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.6172880326924443}, 'width': {'unit': 'IN', 'value': 11.6535432952}}, 'B00R1QSDT6': {'asin': 'B00R1QSDT6', 'height': {'unit': 'IN', 'value': 5.599999994287999}, 'length': {'unit': 'IN', 'value': 14.799999984904002}, 'name': 'Kitchen Utensils Cooking Set by Chefcoo&trade; Includes 8 Pieces Non-stick Cookware Gadgets - Masher, Spaghetti Server, Skimmer, Soup Ladle, Fish Slotted Turner, Whisk, Turner, Fork', 'normalizedName': 'Kitchen Utensils Cooking Set by Chefcoo&trade; Includes 8 Pieces Non-stick Cookware Gadgets - Masher, Spaghetti Server, Skimmer, Soup Ladle, Fish Slotted Turner, Whisk, Turner, Fork', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 2.4}, 'width': {'unit': 'IN', 'value': 5.599999994287999}}, 'B01ARGC0QI': {'asin': 'B01ARGC0QI', 'height': {'unit': 'IN', 'value': 2.1252}, 'length': {'unit': 'IN', 'value': 12.75}, 'name': 'Barbie Holiday Dress Doll', 'normalizedName': 'Barbie Holiday Dress Doll', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 0.4872}, 'width': {'unit': 'IN', 'value': 5.0}}}",7,00964.jpg,1465049487
"{'1465049487': {'asin': '1465049487', 'height': {'unit': 'IN', 'value': 0.1968503935}, 'length': {'unit': 'IN', 'value': 11.7322834526}, 'name': '5 Seconds of Summer 2016 Square 12x12 Bravado', 'normalizedName': '5 Seconds of Summer 2016 Square 12x12 Bravado', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.6172880326924443}, 'width': {'unit': 'IN', 'value': 11.6535432952}}, 'B00R1QSDT6': {'asin': 'B00R1QSDT6', 'height': {'unit': 'IN', 'value': 5.599999994287999}, 'length': {'unit': 'IN', 'value': 14.799999984904002}, 'name': 'Kitchen Utensils Cooking Set by Chefcoo&trade; Includes 8 Pieces Non-stick Cookware Gadgets - Masher, Spaghetti Server, Skimmer, Soup Ladle, Fish Slotted Turner, Whisk, Turner, Fork', 'normalizedName': 'Kitchen Utensils Cooking Set by Chefcoo&trade; Includes 8 Pieces Non-stick Cookware Gadgets - Masher, Spaghetti Server, Skimmer, Soup Ladle, Fish Slotted Turner, Whisk, Turner, Fork', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 2.4}, 'width': {'unit': 'IN', 'value': 5.599999994287999}}}",4,00965.jpg,1465049487
"{'B000CQJ0DK': {'asin': 'B000CQJ0DK', 'height': {'unit': 'IN', 'value': 1.399999998572}, 'length': {'unit': 'IN', 'value': 8.899999990922}, 'name': 'TCP 32030 CFL Circle Lamp - 120 Watt Equivalent (only 30w used) Soft White (2700K) T9 Circline Lamp', 'normalizedName': 'TCP 32030 CFL Circle Lamp - 120 Watt Equivalent (only 30w used) Soft White (2700K) T9 Circline Lamp', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 0.45}, 'width': {'unit': 'IN', 'value': 8.899999990922}}, 'B00KDQXI8W': {'asin': 'B00KDQXI8W', 'height': {'unit': 'IN', 'value': 3.399999996532}, 'length': {'unit': 'IN', 'value': 11.899999987862001}, 'name': 'Tagua SH4-067 Full Slide Shoulder Holster, Diamondback DB380, Brown, Right Hand', 'normalizedName': 'Tagua SH4-067 Full Slide Shoulder Holster, Diamondback DB380, Brown, Right Hand', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.04999999911948}, 'width': {'unit': 'IN', 'value': 11.099999988678}}, 'B01B7OZN0O': {'asin': 'B01B7OZN0O', 'height': {'unit': 'IN', 'value': 1.799999998164}, 'length': {'unit': 'IN', 'value': 9.699999990105999}, 'name': 'Mega Bloks Star Trek Day of the Dove Collector Construction Set', 'normalizedName': 'Mega Bloks Star Trek Day of the Dove Collector Construction Set', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3999999996645638}, 'width': {'unit': 'IN', 'value': 6.099999993777999}}, 'B01BX98V84': {'asin': 'B01BX98V84', 'height': {'unit': 'IN', 'value': 0.799999999184}, 'length': {'unit': 'IN', 'value': 12.399999987352}, 'name': 'SamuraYi - 3 in 1 Translucent Hard Case Cover & Silicon Keyboard Cover & Microfiber Cleaning Cloth for 13-inch MacBook Air 13.3"" (Model: A1369 and A1466), Purple A13PP3', 'normalizedName': 'SamuraYi - 3 in 1 Translucent Hard Case Cover & Silicon Keyboard Cover & Microfiber Cleaning Cloth for 13-inch MacBook Air 13.3"" (Model: A1369 and A1466), Purple A13PP3', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.7499999993710571}, 'width': {'unit': 'IN', 'value': 8.99999999082}}}",7,00966.jpg,B000CQJ0DK
"{'B000CQJ0DK': {'asin': 'B000CQJ0DK', 'height': {'unit': 'IN', 'value': 1.399999998572}, 'length': {'unit': 'IN', 'value': 8.899999990922}, 'name': 'TCP 32030 CFL Circle Lamp - 120 Watt Equivalent (only 30w used) Soft White (2700K) T9 Circline Lamp', 'normalizedName': 'TCP 32030 CFL Circle Lamp - 120 Watt Equivalent (only 30w used) Soft White (2700K) T9 Circline Lamp', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 0.45}, 'width': {'unit': 'IN', 'value': 8.899999990922}}, 'B00KDQXI8W': {'asin': 'B00KDQXI8W', 'height': {'unit': 'IN', 'value': 3.399999996532}, 'length': {'unit': 'IN', 'value': 11.899999987862001}, 'name': 'Tagua SH4-067 Full Slide Shoulder Holster, Diamondback DB380, Brown, Right Hand', 'normalizedName': 'Tagua SH4-067 Full Slide Shoulder Holster, Diamondback DB380, Brown, Right Hand', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.04999999911948}, 'width': {'unit': 'IN', 'value': 11.099999988678}}, 'B01BX98V84': {'asin': 'B01BX98V84', 'height': {'unit': 'IN', 'value': 0.799999999184}, 'length': {'unit': 'IN', 'value': 12.399999987352}, 'name': 'SamuraYi - 3 in 1 Translucent Hard Case Cover & Silicon Keyboard Cover & Microfiber Cleaning Cloth for 13-inch MacBook Air 13.3"" (Model: A1369 and A1466), Purple A13PP3', 'normalizedName': 'SamuraYi - 3 in 1 Translucent Hard Case Cover & Silicon Keyboard Cover & Microfiber Cleaning Cloth for 13-inch MacBook Air 13.3"" (Model: A1369 and A1466), Purple A13PP3', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.7499999993710571}, 'width': {'unit': 'IN', 'value': 8.99999999082}}}",6,00967.jpg,B000CQJ0DK
"{'B009T45X78': {'asin': 'B009T45X78', 'height': {'unit': 'IN', 'value': 1.0999999988780003}, 'length': {'unit': 'IN', 'value': 5.699999994186001}, 'name': 'Nerf N-Strike Jolt Blaster (blue)', 'normalizedName': 'Nerf N-Strike Jolt Blaster (blue)', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 0.022046001167587297}, 'width': {'unit': 'IN', 'value': 5.599999994287999}}, 'B00FEPLC0S': {'asin': 'B00FEPLC0S', 'height': {'unit': 'IN', 'value': 2.899999997042}, 'length': {'unit': 'IN', 'value': 9.49999999031}, 'name': 'New Star 42542 Commercial Grade Iron Steak Weight/Bacon Press, 9.25 by 5.25-Inch', 'normalizedName': 'New Star 42542 Commercial Grade Iron Steak Weight/Bacon Press, 9.25 by 5.25-Inch', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 3.0999999974003694}, 'width': {'unit': 'IN', 'value': 5.599999994287999}}}",5,00969.jpg,B009T45X78
"{'B009T45X78': {'asin': 'B009T45X78', 'height': {'unit': 'IN', 'value': 1.0999999988780003}, 'length': {'unit': 'IN', 'value': 5.699999994186001}, 'name': 'Nerf N-Strike Jolt Blaster (blue)', 'normalizedName': 'Nerf N-Strike Jolt Blaster (blue)', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.022046001167587297}, 'width': {'unit': 'IN', 'value': 5.599999994287999}}, 'B00FEPLC0S': {'asin': 'B00FEPLC0S', 'height': {'unit': 'IN', 'value': 2.899999997042}, 'length': {'unit': 'IN', 'value': 9.49999999031}, 'name': 'New Star 42542 Commercial Grade Iron Steak Weight/Bacon Press, 9.25 by 5.25-Inch', 'normalizedName': 'New Star 42542 Commercial Grade Iron Steak Weight/Bacon Press, 9.25 by 5.25-Inch', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 3.0999999974003694}, 'width': {'unit': 'IN', 'value': 5.599999994287999}}}",4,00970.jpg,B009T45X78
"{'B000A6Z9B4': {'asin': 'B000A6Z9B4', 'height': {'unit': 'IN', 'value': 1.799999998164}, 'length': {'unit': 'IN', 'value': 8.099999991738}, 'name': 'ACDelco A1615C Professional Air Filter', 'normalizedName': 'ACDelco A1615C Professional Air Filter', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.45}, 'width': {'unit': 'IN', 'value': 7.399999992452}}, 'B00EPD6UFM': {'asin': 'B00EPD6UFM', 'height': {'unit': 'IN', 'value': 2.49999999745}, 'length': {'unit': 'IN', 'value': 11.299999988474}, 'name': 'Full Extra Long (XL) SureGuard Mattress Protector - 100% Waterproof, Hypoallergenic - Premium Fitted Cotton Terry Cover - 10 Year Warranty', 'normalizedName': 'Full Extra Long (XL) SureGuard Mattress Protector - 100% Waterproof, Hypoallergenic - Premium Fitted Cotton Terry Cover - 10 Year Warranty', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.8999999999999997}, 'width': {'unit': 'IN', 'value': 11.099999988678}}, 'B00N2RBP02': {'asin': 'B00N2RBP02', 'height': {'unit': 'IN', 'value': 2.755905509}, 'length': {'unit': 'IN', 'value': 14.173228332}, 'name': 'S-ZONE Retro Canvas Leather School Travel Backpack Rucksack 15.6-inch Laptop Bag', 'normalizedName': 'S-ZONE Retro Canvas Leather School Travel Backpack Rucksack 15.6-inch Laptop Bag', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.336876125723936}, 'width': {'unit': 'IN', 'value': 9.448818888}}, 'B00QW06UQU': {'asin': 'B00QW06UQU', 'height': {'unit': 'IN', 'value': 7.199999992656}, 'length': {'unit': 'IN', 'value': 15.99999998368}, 'name': 'Luxury Hotel & Spa Towel 100% Genuine Turkish Cotton (Bath Towel - Set of 4, Moss)', 'normalizedName': 'Set of 4 Luxury Hotel & Spa Towel 100% Genuine Turkish Cotton (Bath Towel - , Moss)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 5.7}, 'width': {'unit': 'IN', 'value': 11.99999998776}}}",5,00971.jpg,B000A6Z9B4
"{'B000A6Z9B4': {'asin': 'B000A6Z9B4', 'height': {'unit': 'IN', 'value': 1.799999998164}, 'length': {'unit': 'IN', 'value': 8.099999991738}, 'name': 'ACDelco A1615C Professional Air Filter', 'normalizedName': 'ACDelco A1615C Professional Air Filter', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.45}, 'width': {'unit': 'IN', 'value': 7.399999992452}}, 'B00EPD6UFM': {'asin': 'B00EPD6UFM', 'height': {'unit': 'IN', 'value': 2.49999999745}, 'length': {'unit': 'IN', 'value': 11.299999988474}, 'name': 'Full Extra Long (XL) SureGuard Mattress Protector - 100% Waterproof, Hypoallergenic - Premium Fitted Cotton Terry Cover - 10 Year Warranty', 'normalizedName': 'Full Extra Long (XL) SureGuard Mattress Protector - 100% Waterproof, Hypoallergenic - Premium Fitted Cotton Terry Cover - 10 Year Warranty', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.8999999999999997}, 'width': {'unit': 'IN', 'value': 11.099999988678}}, 'B00QW06UQU': {'asin': 'B00QW06UQU', 'height': {'unit': 'IN', 'value': 7.199999992656}, 'length': {'unit': 'IN', 'value': 15.99999998368}, 'name': 'Luxury Hotel & Spa Towel 100% Genuine Turkish Cotton (Bath Towel - Set of 4, Moss)', 'normalizedName': 'Set of 4 Luxury Hotel & Spa Towel 100% Genuine Turkish Cotton (Bath Towel - , Moss)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 5.7}, 'width': {'unit': 'IN', 'value': 11.99999998776}}}",4,00972.jpg,B000A6Z9B4
"{'B000A6Z9B4': {'asin': 'B000A6Z9B4', 'height': {'unit': 'IN', 'value': 1.799999998164}, 'length': {'unit': 'IN', 'value': 8.099999991738}, 'name': 'ACDelco A1615C Professional Air Filter', 'normalizedName': 'ACDelco A1615C Professional Air Filter', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.45}, 'width': {'unit': 'IN', 'value': 7.399999992452}}, 'B00EPD6UFM': {'asin': 'B00EPD6UFM', 'height': {'unit': 'IN', 'value': 2.49999999745}, 'length': {'unit': 'IN', 'value': 11.299999988474}, 'name': 'Full Extra Long (XL) SureGuard Mattress Protector - 100% Waterproof, Hypoallergenic - Premium Fitted Cotton Terry Cover - 10 Year Warranty', 'normalizedName': 'Full Extra Long (XL) SureGuard Mattress Protector - 100% Waterproof, Hypoallergenic - Premium Fitted Cotton Terry Cover - 10 Year Warranty', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.8999999999999997}, 'width': {'unit': 'IN', 'value': 11.099999988678}}, 'B00QW06UQU': {'asin': 'B00QW06UQU', 'height': {'unit': 'IN', 'value': 7.199999992656}, 'length': {'unit': 'IN', 'value': 15.99999998368}, 'name': 'Luxury Hotel & Spa Towel 100% Genuine Turkish Cotton (Bath Towel - Set of 4, Moss)', 'normalizedName': 'Set of 4 Luxury Hotel & Spa Towel 100% Genuine Turkish Cotton (Bath Towel - , Moss)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 5.7}, 'width': {'unit': 'IN', 'value': 11.99999998776}}}",3,00973.jpg,B000A6Z9B4
"{'B0084DZ776': {'asin': 'B0084DZ776', 'height': {'unit': 'IN', 'value': 2.099999997858}, 'length': {'unit': 'IN', 'value': 10.399999989392}, 'name': ""Wildkin Big Dot Aqua Munch 'n Lunch Bag"", 'normalizedName': ""Wildkin Big Dot Aqua Munch 'n Lunch Bag"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3}, 'width': {'unit': 'IN', 'value': 8.599999991228}}, 'B00FOXXV2M': {'asin': 'B00FOXXV2M', 'height': {'unit': 'IN', 'value': 3.899999996022}, 'length': {'unit': 'IN', 'value': 11.199999988575998}, 'name': 'Wrights Bullion Fringe, 3-Inch by 9-Yard, Black', 'normalizedName': 'Wrights Bullion Fringe, 3-Inch by 9-Yard, Black', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.9499999999999998}, 'width': {'unit': 'IN', 'value': 5.199999994696}}, 'B00LAETBOQ': {'asin': 'B00LAETBOQ', 'height': {'unit': 'IN', 'value': 1.3999999985719997}, 'length': {'unit': 'IN', 'value': 13.49999998623}, 'name': 'Decor Grates AJH612-RB Oriental Floor Register, 6-Inch by 12-Inch, Rubbed Bronze', 'normalizedName': 'Decor Grates AJH612-RB Oriental Floor Register, 6-Inch by 12-Inch, Rubbed Bronze', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 3.55}, 'width': {'unit': 'IN', 'value': 7.399999992452001}}, 'B00UY34Z5Y': {'asin': 'B00UY34Z5Y', 'height': {'unit': 'IN', 'value': 2.49999999745}, 'length': {'unit': 'IN', 'value': 12.399999987352}, 'name': 'Matsuzaki Magnesium Emperor Titanium Pro Hair Flat Iron, Black, 1.3""', 'normalizedName': 'Matsuzaki Magnesium Emperor Titanium Pro Hair Flat Iron, Black, 1.3""', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.6499999986163254}, 'width': {'unit': 'IN', 'value': 4.399999995512001}}}",7,00978.jpg,B0084DZ776
"{'B0084DZ776': {'asin': 'B0084DZ776', 'height': {'unit': 'IN', 'value': 2.099999997858}, 'length': {'unit': 'IN', 'value': 10.399999989392}, 'name': ""Wildkin Big Dot Aqua Munch 'n Lunch Bag"", 'normalizedName': ""Wildkin Big Dot Aqua Munch 'n Lunch Bag"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3}, 'width': {'unit': 'IN', 'value': 8.599999991228}}, 'B00FOXXV2M': {'asin': 'B00FOXXV2M', 'height': {'unit': 'IN', 'value': 3.899999996022}, 'length': {'unit': 'IN', 'value': 11.199999988575998}, 'name': 'Wrights Bullion Fringe, 3-Inch by 9-Yard, Black', 'normalizedName': 'Wrights Bullion Fringe, 3-Inch by 9-Yard, Black', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.9499999999999998}, 'width': {'unit': 'IN', 'value': 5.199999994696}}, 'B00LAETBOQ': {'asin': 'B00LAETBOQ', 'height': {'unit': 'IN', 'value': 1.3999999985719997}, 'length': {'unit': 'IN', 'value': 13.49999998623}, 'name': 'Decor Grates AJH612-RB Oriental Floor Register, 6-Inch by 12-Inch, Rubbed Bronze', 'normalizedName': 'Decor Grates AJH612-RB Oriental Floor Register, 6-Inch by 12-Inch, Rubbed Bronze', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 3.55}, 'width': {'unit': 'IN', 'value': 7.399999992452001}}}",6,00979.jpg,B0084DZ776
"{'B0084DZ776': {'asin': 'B0084DZ776', 'height': {'unit': 'IN', 'value': 2.099999997858}, 'length': {'unit': 'IN', 'value': 10.399999989392}, 'name': ""Wildkin Big Dot Aqua Munch 'n Lunch Bag"", 'normalizedName': ""Wildkin Big Dot Aqua Munch 'n Lunch Bag"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.3}, 'width': {'unit': 'IN', 'value': 8.599999991228}}, 'B00FOXXV2M': {'asin': 'B00FOXXV2M', 'height': {'unit': 'IN', 'value': 3.899999996022}, 'length': {'unit': 'IN', 'value': 11.199999988575998}, 'name': 'Wrights Bullion Fringe, 3-Inch by 9-Yard, Black', 'normalizedName': 'Wrights Bullion Fringe, 3-Inch by 9-Yard, Black', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.9499999999999998}, 'width': {'unit': 'IN', 'value': 5.199999994696}}, 'B00LAETBOQ': {'asin': 'B00LAETBOQ', 'height': {'unit': 'IN', 'value': 1.3999999985719997}, 'length': {'unit': 'IN', 'value': 13.49999998623}, 'name': 'Decor Grates AJH612-RB Oriental Floor Register, 6-Inch by 12-Inch, Rubbed Bronze', 'normalizedName': 'Decor Grates AJH612-RB Oriental Floor Register, 6-Inch by 12-Inch, Rubbed Bronze', 'quantity': 4, 'weight': {'unit': 'pounds', 'value': 3.55}, 'width': {'unit': 'IN', 'value': 7.399999992452001}}, 'B00ZQ4PFX2': {'asin': 'B00ZQ4PFX2', 'height': {'unit': 'IN', 'value': 4.299999995614}, 'length': {'unit': 'IN', 'value': 13.599999986128}, 'name': 'EVGA Hybrid Cooler for GeForce GTX 980Ti Cooling 400-HY-0996-B1', 'normalizedName': 'EVGA Hybrid Cooler for GeForce GTX 980Ti Cooling 400-HY-0996-B1', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.3999999979873827}, 'width': {'unit': 'IN', 'value': 6.99999999286}}}",7,00980.jpg,B0084DZ776
"{'B00OCCHJV0': {'asin': 'B00OCCHJV0', 'height': {'unit': 'IN', 'value': 3.9}, 'length': {'unit': 'IN', 'value': 5.9}, 'name': 'Powerextra 2 Pack High Capacity 3000mAh Black & Decker 18V Replacement Battery for HPB18 HPB18-OPE 244760-00 A1718 A18 A18E Firestorm FS180BX FS18BX FS18FL FSB18 NST2118', 'normalizedName': '2 Pack Powerextra High Capacity 3000mAh Black & Decker 18V Replacement Battery for HPB18 HPB18-OPE 244760-00 A1718 A18 A18E Firestorm FS180BX FS18BX FS18FL FSB18 NST2118', 'quantity': 1, 'weight': None, 'width': {'unit': 'IN', 'value': 5.9}}}",1,00981.jpg,B00OCCHJV0
"{'B00OCCHJV0': {'asin': 'B00OCCHJV0', 'height': {'unit': 'IN', 'value': 3.9}, 'length': {'unit': 'IN', 'value': 5.9}, 'name': 'Powerextra 2 Pack High Capacity 3000mAh Black & Decker 18V Replacement Battery for HPB18 HPB18-OPE 244760-00 A1718 A18 A18E Firestorm FS180BX FS18BX FS18FL FSB18 NST2118', 'normalizedName': '2 Pack Powerextra High Capacity 3000mAh Black & Decker 18V Replacement Battery for HPB18 HPB18-OPE 244760-00 A1718 A18 A18E Firestorm FS180BX FS18BX FS18FL FSB18 NST2118', 'quantity': 1, 'weight': None, 'width': {'unit': 'IN', 'value': 5.9}}, 'B011PZ9ZMC': {'asin': 'B011PZ9ZMC', 'height': {'unit': 'IN', 'value': 1.99999999796}, 'length': {'unit': 'IN', 'value': 5.899999993982}, 'name': 'Verbatim M-Disc DVDR 4.7 GB 4X with Branded Surface - 5 Pack Jewel Case 98899', 'normalizedName': '5 Pack Verbatim M-Disc DVDR 4.7 GB 4X with Branded Surface - Jewel Case 98899', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.0999999990775504}, 'width': {'unit': 'IN', 'value': 5.199999994696}}}",3,00982.jpg,B00OCCHJV0
