BIN_FCSKU_DATA,EXPECTED_QUANTITY,filename
"{'B00JPVZ2IA': {'asin': 'B00JPVZ2IA', 'height': {'unit': 'IN', 'value': 2.99999999694}, 'length': {'unit': 'IN', 'value': 5.99999999388}, 'name': ""Women's Black Studded Fashion Fanny or Waist Pack - fits up to 42 inch waist"", 'normalizedName': ""Women's Black Studded Fashion Fanny or Waist Pack - fits up to 42 inch waist"", 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.8000000000000002}, 'width': {'unit': 'IN', 'value': 5.699999994186001}}, 'B00WW4FD3Q': {'asin': 'B00WW4FD3Q', 'height': {'unit': 'IN', 'value': 3.3858267682}, 'length': {'unit': 'IN', 'value': 11.8897637674}, 'name': 'Bandai Hobby HGBF Dom R35 ""Gundam Build Fighters"" Model Kit (1/144 Scale)', 'normalizedName': 'Bandai Hobby HGBF Dom R35 ""Gundam Build Fighters"" Model Kit (1/144 Scale)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.8377480450708449}, 'width': {'unit': 'IN', 'value': 7.7165354252}}, 'B00ZQ9A3L6': {'asin': 'B00ZQ9A3L6', 'height': {'unit': 'IN', 'value': 2.49999999745}, 'length': {'unit': 'IN', 'value': 13.599999986128001}, 'name': 'BBQ Vegetable Grill Basket - Use as Wok, Skillet, or Smoker - Durable 430 Grade Stainless Steel - Professional Cookware - Barbeque Fish & Diced Meat - by Grillux', 'normalizedName': 'BBQ Vegetable Grill Basket - Use as Wok, Skillet, or Smoker - Durable 430 Grade Stainless Steel - Professional Cookware - Barbeque Fish & Diced Meat - by Grillux', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.349999998867903}, 'width': {'unit': 'IN', 'value': 11.749999988015}}, 'B0163KOK42': {'asin': 'B0163KOK42', 'height': {'unit': 'IN', 'value': 2.0}, 'length': {'unit': 'IN', 'value': 13.0}, 'name': 'New - Husmark 32cm Emoji Smiley Emoticon Yellow Round Cushion Pillow Stuffed Plush Soft Toy (Tongue)', 'normalizedName': 'New - Husmark 32cm Emoji Smiley Emoticon Yellow Round Cushion Pillow Stuffed Plush Soft Toy (Tongue)', 'quantity': 1, 'weight': None, 'width': {'unit': 'IN', 'value': 13.0}}, 'B01GMVAN4S': {'asin': 'B01GMVAN4S', 'height': {'unit': 'IN', 'value': 2.299999997654}, 'length': {'unit': 'IN', 'value': 15.399999984292}, 'name': 'Elikeable Modern 3D Frameless Large Wall Clock Style Watches Hours DIY Room Home Decorations (Black1)', 'normalizedName': 'Elikeable Modern 3D Frameless Large Wall Clock Style Watches Hours DIY Room Home Decorations (Black1)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.7499999993710571}, 'width': {'unit': 'IN', 'value': 4.9999999949}}}",6,00023.jpg
"{'B019GAUUAE': {'asin': 'B019GAUUAE', 'height': {'unit': 'IN', 'value': 5.399999994492}, 'length': {'unit': 'IN', 'value': 11.99999998776}, 'name': '6 PACK- BR30 LED 11WATT (65W Equivalent), 3000K Warm White, DIMMABLE, Indoor/Outdoor Lighting, 850 Lumens, Flood Light Bulb, UL & ENERGY STAR LISTED', 'normalizedName': '6 PACK- BR30 LED 11WATT (65W Equivalent), 3000K Warm White, DIMMABLE, Indoor/Outdoor Lighting, 850 Lumens, Flood Light Bulb, UL & ENERGY STAR LISTED', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.7999999976519456}, 'width': {'unit': 'IN', 'value': 8.199999991636}}}",1,00024.jpg
"{'B003JNZWIU': {'asin': 'B003JNZWIU', 'height': {'unit': 'IN', 'value': 2.7999999971439995}, 'length': {'unit': 'IN', 'value': 12.199999987556}, 'name': 'Mueller Underwrap - PreWrap for Athletic Tape / Taping / Head/Hair Bands - Rainbow Assorted Colors - 12 pack', 'normalizedName': 'Mueller Underwrap - PreWrap for Athletic Tape / Taping / Head/Hair Bands - Rainbow Assorted Colors - 12 pack', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.3999999999999997}, 'width': {'unit': 'IN', 'value': 8.99999999082}}, 'B019GAUUAE': {'asin': 'B019GAUUAE', 'height': {'unit': 'IN', 'value': 5.399999994492}, 'length': {'unit': 'IN', 'value': 11.99999998776}, 'name': '6 PACK- BR30 LED 11WATT (65W Equivalent), 3000K Warm White, DIMMABLE, Indoor/Outdoor Lighting, 850 Lumens, Flood Light Bulb, UL & ENERGY STAR LISTED', 'normalizedName': '6 PACK- BR30 LED 11WATT (65W Equivalent), 3000K Warm White, DIMMABLE, Indoor/Outdoor Lighting, 850 Lumens, Flood Light Bulb, UL & ENERGY STAR LISTED', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 2.7999999976519456}, 'width': {'unit': 'IN', 'value': 8.199999991636}}}",2,00025.jpg
"{'B000BN9CRI': {'asin': 'B000BN9CRI', 'height': {'unit': 'IN', 'value': 0.899999999082}, 'length': {'unit': 'IN', 'value': 7.49999999235}, 'name': ""Eclipse Tools 200-009 Pro's Kit Cable Slitter"", 'normalizedName': ""Eclipse Tools 200-009 Pro's Kit Cable Slitter"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.4499999996226342}, 'width': {'unit': 'IN', 'value': 4.099999995818}}, 'B001E75QH0': {'asin': 'B001E75QH0', 'height': {'unit': 'IN', 'value': 1.299999998674}, 'length': {'unit': 'IN', 'value': 7.699999992146}, 'name': 'Indiana Jones: The Complete Adventure Collection (Raiders of the Lost Ark / Temple of Doom / Last Crusade / Kingdom of the Crystal Skull)', 'normalizedName': 'Indiana Jones: The Complete Adventure Collection (Raiders of the Lost Ark / Temple of Doom / Last Crusade / Kingdom of the Crystal Skull)', 'quantity': 5, 'weight': {'unit': 'pounds', 'value': 0.95}, 'width': {'unit': 'IN', 'value': 5.49999999439}}}",6,00026.jpg
"{'B000BN9CRI': {'asin': 'B000BN9CRI', 'height': {'unit': 'IN', 'value': 0.899999999082}, 'length': {'unit': 'IN', 'value': 7.49999999235}, 'name': ""Eclipse Tools 200-009 Pro's Kit Cable Slitter"", 'normalizedName': ""Eclipse Tools 200-009 Pro's Kit Cable Slitter"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.4499999996226342}, 'width': {'unit': 'IN', 'value': 4.099999995818}}, 'B001E75QH0': {'asin': 'B001E75QH0', 'height': {'unit': 'IN', 'value': 1.299999998674}, 'length': {'unit': 'IN', 'value': 7.699999992146}, 'name': 'Indiana Jones: The Complete Adventure Collection (Raiders of the Lost Ark / Temple of Doom / Last Crusade / Kingdom of the Crystal Skull)', 'normalizedName': 'Indiana Jones: The Complete Adventure Collection (Raiders of the Lost Ark / Temple of Doom / Last Crusade / Kingdom of the Crystal Skull)', 'quantity': 5, 'weight': {'unit': 'pounds', 'value': 0.95}, 'width': {'unit': 'IN', 'value': 5.49999999439}}, 'B004S6RKSW': {'asin': 'B004S6RKSW', 'height': {'unit': 'IN', 'value': 0.99999999898}, 'length': {'unit': 'IN', 'value': 9.699999990105999}, 'name': 'Hard-to-Find Fastener 014973159535 Swivel HDL Hitch Pin, 1/2 x 6-1/4-Inch', 'normalizedName': 'Hard-to-Find Fastener 014973159535 Swivel HDL Hitch Pin, 1/2 x 6-1/4-Inch', 'quantity': 3, 'weight': {'unit': 'pounds', 'value': 0.6999999999999998}, 'width': {'unit': 'IN', 'value': 3.6999999962260004}}}",9,00027.jpg
"{'0205902278': {'asin': '0205902278', 'height': {'unit': 'IN', 'value': 1.199999998776}, 'length': {'unit': 'IN', 'value': 9.099999990718}, 'name': 'Literature and the Writing Process (10th Edition)', 'normalizedName': 'Literature and the Writing Process (10th Edition)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.7}, 'width': {'unit': 'IN', 'value': 6.399999993472}}, '082235666X': {'asin': '082235666X', 'height': {'unit': 'IN', 'value': 0.99999999898}, 'length': {'unit': 'IN', 'value': 9.099999990718}, 'name': 'Borderland on the Isthmus: Race, Culture, and the Struggle for the Canal Zone (American Encounters/Global Interactions)', 'normalizedName': 'Borderland on the Isthmus: Race, Culture, and the Struggle for the Canal Zone (American Encounters/Global Interactions)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.35}, 'width': {'unit': 'IN', 'value': 6.199999993676}}, '178076829X': {'asin': '178076829X', 'height': {'unit': 'IN', 'value': 1.2598425184}, 'length': {'unit': 'IN', 'value': 8.9763779436}, 'name': ""Enemy in the East: Hitler's Secret Plans to Invade the Soviet Union"", 'normalizedName': ""Enemy in the East: Hitler's Secret Plans to Invade the Soviet Union"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.3668520735366416}, 'width': {'unit': 'IN', 'value': 6.3779527494}}, 'B00HPZDLUE': {'asin': 'B00HPZDLUE', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 5.599999994287999}, 'name': 'Mirka 9A-232-100   5-Inch 100 Grit Mesh Abrasive Dust Free Sanding Discs,  Box of 50 Discs', 'normalizedName': 'Mirka 9A-232-100   5-Inch 100 Grit Mesh Abrasive Dust Free Sanding Discs,  Box of 50 Discs', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.8818400467034918}, 'width': {'unit': 'IN', 'value': 5.49999999439}}, 'B01BVJES3S': {'asin': 'B01BVJES3S', 'height': {'unit': 'IN', 'value': 0.8661417314}, 'length': {'unit': 'IN', 'value': 9.055118101}, 'name': ""Traveler's notebook camel [15193006]"", 'normalizedName': ""Traveler's notebook camel [15193006]"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.529104028022095}, 'width': {'unit': 'IN', 'value': 5.511811018}}}",5,00028.jpg
"{'082235666X': {'asin': '082235666X', 'height': {'unit': 'IN', 'value': 0.99999999898}, 'length': {'unit': 'IN', 'value': 9.099999990718}, 'name': 'Borderland on the Isthmus: Race, Culture, and the Struggle for the Canal Zone (American Encounters/Global Interactions)', 'normalizedName': 'Borderland on the Isthmus: Race, Culture, and the Struggle for the Canal Zone (American Encounters/Global Interactions)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.35}, 'width': {'unit': 'IN', 'value': 6.199999993676}}, '178076829X': {'asin': '178076829X', 'height': {'unit': 'IN', 'value': 1.2598425184}, 'length': {'unit': 'IN', 'value': 8.9763779436}, 'name': ""Enemy in the East: Hitler's Secret Plans to Invade the Soviet Union"", 'normalizedName': ""Enemy in the East: Hitler's Secret Plans to Invade the Soviet Union"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.3668520735366416}, 'width': {'unit': 'IN', 'value': 6.3779527494}}, 'B00HPZDLUE': {'asin': 'B00HPZDLUE', 'height': {'unit': 'IN', 'value': 3.599999996328}, 'length': {'unit': 'IN', 'value': 5.599999994287999}, 'name': 'Mirka 9A-232-100   5-Inch 100 Grit Mesh Abrasive Dust Free Sanding Discs,  Box of 50 Discs', 'normalizedName': 'Mirka 9A-232-100   5-Inch 100 Grit Mesh Abrasive Dust Free Sanding Discs,  Box of 50 Discs', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.8818400467034918}, 'width': {'unit': 'IN', 'value': 5.49999999439}}}",3,00029.jpg
"{'0142000663': {'asin': '0142000663', 'height': {'unit': 'IN', 'value': 1.3999999985719997}, 'length': {'unit': 'IN', 'value': 8.199999991636}, 'name': 'The Grapes of Wrath (Centennial Edition)', 'normalizedName': 'The Grapes of Wrath (Centennial Edition)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.15}, 'width': {'unit': 'IN', 'value': 5.99999999388}}, '1416939210': {'asin': '1416939210', 'height': {'unit': 'IN', 'value': 0.799999999184}, 'length': {'unit': 'IN', 'value': 6.699999993166}, 'name': 'Z for Zachariah', 'normalizedName': 'Z for Zachariah', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.35}, 'width': {'unit': 'IN', 'value': 4.9999999949}}, 'B000F49LU6': {'asin': 'B000F49LU6', 'height': {'unit': 'IN', 'value': 4.49999999541}, 'length': {'unit': 'IN', 'value': 7.20078739423}, 'name': 'Kurt Adler Polonaise Heirlooms Handblown Handpainted New York City Collage Ornament', 'normalizedName': 'Kurt Adler Polonaise Heirlooms Handblown Handpainted New York City Collage Ornament', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.4500075691944}, 'width': {'unit': 'IN', 'value': 5.09842519165}}, 'B008JFUO72': {'asin': 'B008JFUO72', 'height': {'unit': 'IN', 'value': 0.599999999388}, 'length': {'unit': 'IN', 'value': 7.399999992452001}, 'name': 'Iron Man 3 (DVD + Digital Copy)', 'normalizedName': 'Iron Man 3 (DVD + Digital Copy)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.15}, 'width': {'unit': 'IN', 'value': 5.299999994594}}, 'B009S0VGUG': {'asin': 'B009S0VGUG', 'height': {'unit': 'IN', 'value': 0.58267716476}, 'length': {'unit': 'IN', 'value': 7.09842518961}, 'name': ""Tony Roberts: I'm Different"", 'normalizedName': ""Tony Roberts: I'm Different"", 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.1833364170792}, 'width': {'unit': 'IN', 'value': 5.41732282912}}}",6,00030.jpg
"{'1416939210': {'asin': '1416939210', 'height': {'unit': 'IN', 'value': 0.799999999184}, 'length': {'unit': 'IN', 'value': 6.699999993166}, 'name': 'Z for Zachariah', 'normalizedName': 'Z for Zachariah', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.35}, 'width': {'unit': 'IN', 'value': 4.9999999949}}, 'B000F49LU6': {'asin': 'B000F49LU6', 'height': {'unit': 'IN', 'value': 4.49999999541}, 'length': {'unit': 'IN', 'value': 7.20078739423}, 'name': 'Kurt Adler Polonaise Heirlooms Handblown Handpainted New York City Collage Ornament', 'normalizedName': 'Kurt Adler Polonaise Heirlooms Handblown Handpainted New York City Collage Ornament', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.4500075691944}, 'width': {'unit': 'IN', 'value': 5.09842519165}}}",3,00031.jpg
"{'B000J09TBC': {'asin': 'B000J09TBC', 'height': {'unit': 'IN', 'value': 1.299999998674}, 'length': {'unit': 'IN', 'value': 15.099999984598}, 'name': 'Smead TUFF® Expanding File, Monthly (Jan.-Dec.), 12 Pockets, Flap and Elastic Cord Closure, Legal Size, Redrope-Printed Stock (70390)', 'normalizedName': 'Smead TUFF® Expanding File, Monthly (Jan.-Dec.), 12 Pockets, Flap and Elastic Cord Closure, Legal Size, Redrope-Printed Stock (70390)', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.9}, 'width': {'unit': 'IN', 'value': 10.399999989392}}, 'B00451SGZ6': {'asin': 'B00451SGZ6', 'height': {'unit': 'IN', 'value': 5.49999999439}, 'length': {'unit': 'IN', 'value': 11.799999987964}, 'name': 'Coffee-mate Coffee Creamer, Original Liquid Singles, 0.375-Ounce Creamers (Pack of 180)', 'normalizedName': '(Pack of 180) Coffee-mate Coffee Creamer, Original Liquid Singles, 0.375-Ounce Creamers', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 5.109999995714802}, 'width': {'unit': 'IN', 'value': 7.799999992044}}, 'B00KTZIW3S': {'asin': 'B00KTZIW3S', 'height': {'unit': 'IN', 'value': 1.49999999847}, 'length': {'unit': 'IN', 'value': 11.899999987862001}, 'name': ""YOPO New Retro Vintage Casual Women's Backpack School Bag Fashion Travel School PU Leather Handbag ipad bag, four colors avaliable (Blue)"", 'normalizedName': ""YOPO New Retro Vintage Casual Women's Backpack School Bag Fashion Travel School PU Leather Handbag ipad bag, four colors avaliable (Blue)"", 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.1}, 'width': {'unit': 'IN', 'value': 11.099999988678}}, 'B00Z0RLYDK': {'asin': 'B00Z0RLYDK', 'height': {'unit': 'IN', 'value': 2.299999997654}, 'length': {'unit': 'IN', 'value': 13.399999986332}, 'name': 'Brielle 400 Thread Count Egyptian Cotton Sateen Fine Sheet Set, Queen, Grey Stripe', 'normalizedName': 'Brielle 400 Thread Count Egyptian Cotton Sateen Fine Sheet Set, Queen, Grey Stripe', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 3.7499999968552853}, 'width': {'unit': 'IN', 'value': 11.299999988474}}}",6,00032.jpg
"{'B00451SGZ6': {'asin': 'B00451SGZ6', 'height': {'unit': 'IN', 'value': 5.49999999439}, 'length': {'unit': 'IN', 'value': 11.799999987964}, 'name': 'Coffee-mate Coffee Creamer, Original Liquid Singles, 0.375-Ounce Creamers (Pack of 180)', 'normalizedName': '(Pack of 180) Coffee-mate Coffee Creamer, Original Liquid Singles, 0.375-Ounce Creamers', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 5.109999995714802}, 'width': {'unit': 'IN', 'value': 7.799999992044}}, 'B00KTZIW3S': {'asin': 'B00KTZIW3S', 'height': {'unit': 'IN', 'value': 1.49999999847}, 'length': {'unit': 'IN', 'value': 11.899999987862001}, 'name': ""YOPO New Retro Vintage Casual Women's Backpack School Bag Fashion Travel School PU Leather Handbag ipad bag, four colors avaliable (Blue)"", 'normalizedName': ""YOPO New Retro Vintage Casual Women's Backpack School Bag Fashion Travel School PU Leather Handbag ipad bag, four colors avaliable (Blue)"", 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 1.1}, 'width': {'unit': 'IN', 'value': 11.099999988678}}, 'B00Z0RLYDK': {'asin': 'B00Z0RLYDK', 'height': {'unit': 'IN', 'value': 2.299999997654}, 'length': {'unit': 'IN', 'value': 13.399999986332}, 'name': 'Brielle 400 Thread Count Egyptian Cotton Sateen Fine Sheet Set, Queen, Grey Stripe', 'normalizedName': 'Brielle 400 Thread Count Egyptian Cotton Sateen Fine Sheet Set, Queen, Grey Stripe', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 3.7499999968552853}, 'width': {'unit': 'IN', 'value': 11.299999988474}}}",5,00033.jpg
"{'B01C84PUYQ': {'asin': 'B01C84PUYQ', 'height': {'unit': 'IN', 'value': 3.49999999643}, 'length': {'unit': 'IN', 'value': 5.599999994287999}, 'name': 'Black TOGUARD 2.46"" LCD Full HD 1080P Dashcam Car Dvr Camera,Novatek NT96220,G-sensor,Parking Monitor,Motion Detection,Loop Recording,Night Vision', 'normalizedName': 'Black TOGUARD 2.46"" LCD Full HD 1080P Dashcam Car Dvr Camera,Novatek NT96220,G-sensor,Parking Monitor,Motion Detection,Loop Recording,Night Vision', 'quantity': 2, 'weight': {'unit': 'pounds', 'value': 0.24999999979035234}, 'width': {'unit': 'IN', 'value': 4.799999995104}}}",2,00034.jpg
"{'B001DNOV7G': {'asin': 'B001DNOV7G', 'height': {'unit': 'IN', 'value': 5.399999994492}, 'length': {'unit': 'IN', 'value': 10.99999998878}, 'name': 'Pfister 00131XA 3-Handle Tub & Shower Rough-In Valve', 'normalizedName': 'Pfister 00131XA 3-Handle Tub & Shower Rough-In Valve', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.4}, 'width': {'unit': 'IN', 'value': 8.49999999133}}}",1,00035.jpg
"{'B001DNOV7G': {'asin': 'B001DNOV7G', 'height': {'unit': 'IN', 'value': 5.399999994492}, 'length': {'unit': 'IN', 'value': 10.99999998878}, 'name': 'Pfister 00131XA 3-Handle Tub & Shower Rough-In Valve', 'normalizedName': 'Pfister 00131XA 3-Handle Tub & Shower Rough-In Valve', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 4.4}, 'width': {'unit': 'IN', 'value': 8.49999999133}}, 'B00VSZS9KY': {'asin': 'B00VSZS9KY', 'height': {'unit': 'IN', 'value': 2.599999997348}, 'length': {'unit': 'IN', 'value': 13.699999986026}, 'name': 'Amy Butler for Welspun ECAB-TW-BT-01 Bath Towel, Wood Fern', 'normalizedName': 'Amy Butler for Welspun ECAB-TW-BT-01 Bath Towel, Wood Fern', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 1.2399999989601478}, 'width': {'unit': 'IN', 'value': 9.9999999898}}}",2,00036.jpg
"{'B00F908YU4': {'asin': 'B00F908YU4', 'height': {'unit': 'IN', 'value': 3.99999999592}, 'length': {'unit': 'IN', 'value': 5.799999994084}, 'name': '12Watt 4-inch High CRI Wet Location Dimmable Retrofit LED Recessed Lighting Fixture, Energy Star UL-classified 75W Equivalent Ceiling Light, 2700K Soft White 650lm Remodel Recessed Downlight', 'normalizedName': '12Watt 4-inch High CRI Wet Location Dimmable Retrofit LED Recessed Lighting Fixture, Energy Star UL-classified 75W Equivalent Ceiling Light, 2700K Soft White 650lm Remodel Recessed Downlight', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.6999999999999998}, 'width': {'unit': 'IN', 'value': 5.699999994186001}}, 'B00FMHPX62': {'asin': 'B00FMHPX62', 'height': {'unit': 'IN', 'value': 0.599999999388}, 'length': {'unit': 'IN', 'value': 6.099999993778}, 'name': 'DEWALT DWA4214 Oscillating Multi-Material Blade', 'normalizedName': 'DEWALT DWA4214 Oscillating Multi-Material Blade', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.15}, 'width': {'unit': 'IN', 'value': 4.599999995308}}, 'B016CMFESW': {'asin': 'B016CMFESW', 'height': {'unit': 'IN', 'value': 0.99999999898}, 'length': {'unit': 'IN', 'value': 5.299999994594}, 'name': '2""/5cm Assorted Colors D Shape Spring-loaded Gate Aluminum Carabiner for Home, Rv, Camping, Fishing, Hiking, Traveling and Keychain', 'normalizedName': '2""/5cm Assorted Colors D Shape Spring-loaded Gate Aluminum Carabiner for Home, Rv, Camping, Fishing, Hiking, Traveling and Keychain', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.39999999966456384}, 'width': {'unit': 'IN', 'value': 3.99999999592}}}",3,00037.jpg
"{'B00F908YU4': {'asin': 'B00F908YU4', 'height': {'unit': 'IN', 'value': 3.99999999592}, 'length': {'unit': 'IN', 'value': 5.799999994084}, 'name': '12Watt 4-inch High CRI Wet Location Dimmable Retrofit LED Recessed Lighting Fixture, Energy Star UL-classified 75W Equivalent Ceiling Light, 2700K Soft White 650lm Remodel Recessed Downlight', 'normalizedName': '12Watt 4-inch High CRI Wet Location Dimmable Retrofit LED Recessed Lighting Fixture, Energy Star UL-classified 75W Equivalent Ceiling Light, 2700K Soft White 650lm Remodel Recessed Downlight', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.6999999999999998}, 'width': {'unit': 'IN', 'value': 5.699999994186001}}, 'B00FMHPX62': {'asin': 'B00FMHPX62', 'height': {'unit': 'IN', 'value': 0.599999999388}, 'length': {'unit': 'IN', 'value': 6.099999993778}, 'name': 'DEWALT DWA4214 Oscillating Multi-Material Blade', 'normalizedName': 'DEWALT DWA4214 Oscillating Multi-Material Blade', 'quantity': 1, 'weight': {'unit': 'pounds', 'value': 0.15}, 'width': {'unit': 'IN', 'value': 4.599999995308}}}",2,00038.jpg
